"Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price"
"BMW 5 Series 2003-2012 525d","Hyderabad","2007.0","120000.0","Diesel","Automatic","First","16.73 kmpl","1995 CC","218 bhp","5.0","10.5"
"Mahindra XUV500 W8 2WD","Coimbatore","2014.0","86091.0","Diesel","Manual","First","15.1 kmpl","2179 CC","140 bhp","7.0","10.09"
"Honda City 1.5 S MT","Delhi","2009.0","71499.0","Petrol","Manual","First","17.0 kmpl","1497 CC","118 bhp","5.0","3.0"
"Force One LX 4x4","Chennai","2014.0","50000.0","Diesel","Manual","First","17.0 kmpl","2200 CC","139.01 bhp","7.0","12.0"
"Volkswagen Polo 1.5 TDI Comfortline","Jaipur","2015.0","66000.0","Diesel","Manual","First","20.14 kmpl","1498 CC","88 bhp","5.0","4.91"
"Honda Jazz S","Kolkata","2010.0","45000.0","Petrol","Manual","First","16.0 kmpl","1198 CC","90 bhp","5.0","2.0"
"Toyota Etios Liva GD SP","Hyderabad","2015.0","69189.0","Diesel","Manual","First","23.59 kmpl","1364 CC","67.06 bhp","5.0","5.3"
"Nissan Terrano XV Premium 110 PS","Mumbai","2014.0","40206.0","Diesel","Manual","First","19.01 kmpl","1461 CC","108.5 bhp","5.0","7.22"
"BMW X3 xDrive 20d xLine","Kochi","2017.0","36723.0","Diesel","Automatic","First","18.56 kmpl","1995 CC","190 bhp","5.0","32.57"
"Hyundai i20 1.2 Magna","Mumbai","2010.0","57500.0","Petrol","Manual","First","18.5 kmpl","1197 CC","80 bhp","5.0","2.75"
"Maruti Eeco 5 STR With AC Plus HTR CNG","Kochi","2018.0","43912.0","CNG","Manual","First","15.1 km/kg","1196 CC","73 bhp","5.0","4.33"
"Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad","2011.0","52000.0","Diesel","Manual","First","17.8 kmpl","1399 CC","68 bhp","5.0","3.75"
"Honda City 1.5 V AT","Kochi","2014.0","60952.0","Petrol","Automatic","First","16.8 kmpl","1497 CC","118 bhp","5.0","5.91"
"Maruti Swift VDI BSIV","Chennai","2013.0","87192.0","Diesel","Manual","First","25.2 kmpl","1248 CC","74 bhp","5.0","4.35"
"Hyundai Grand i10 CRDi SportZ Edition","Delhi","2014.0","58000.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","3.25"
"Audi Q7 45 TDI Quattro Technology","Pune","2017.0","59500.0","Diesel","Automatic","First","14.75 kmpl","2967 CC","245 bhp","7.0","68.0"
"Volkswagen Ameo 1.2 MPI Highline 16 Alloy","Mumbai","2016.0","16650.0","Petrol","Manual","First","17.0 kmpl","1198 CC","74 bhp","5.0","5.5"
"Honda City i VTEC CVT VX","Kochi","2018.0","34696.0","Petrol","Automatic","First","18.0 kmpl","1497 CC","117.3 bhp","5.0","12.08"
"Maruti Baleno Alpha 1.3","Kochi","2018.0","42243.0","Diesel","Manual","First","27.39 kmpl","1248 CC","74 bhp","5.0","7.48"
"Hyundai Grand i10 CRDi Sportz","Jaipur","2016.0","57824.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","5.5"
"Maruti Swift Dzire VDi","Jaipur","2011.0","110000.0","Diesel","Manual","First","19.3 kmpl","1248 CC","73.9 bhp","5.0","3.5"
"Maruti Swift 1.3 VXi","Delhi","2006.0","63000.0","Petrol","Manual","First","16.1 kmpl","","","","1.6"
"Land Rover Freelander 2 TD4 HSE","Delhi","2013.0","72000.0","Diesel","Automatic","First","0.0 kmpl","2179 CC","115 bhp","5.0","15.5"
"Toyota Fortuner 3.0 Diesel","Hyderabad","2013.0","63455.0","Diesel","Manual","First","11.5 kmpl","2982 CC","171 bhp","7.0","19.0"
"Honda Jazz VX Diesel","Hyderabad","2017.0","17151.0","Diesel","Manual","First","27.3 kmpl","1498 CC","98.6 bhp","5.0","8.4"
"Maruti Vitara Brezza LDi Option","Pune","2016.0","31001.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","7.25"
"Maruti Swift Dzire VDI","Kolkata","2014.0","42109.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","4.25"
"Skoda Rapid 1.5 TDI AT Elegance","Delhi","2015.0","55000.0","Diesel","Automatic","Second","21.66 kmpl","1498 CC","103.52 bhp","5.0","5.7"
"Land Rover Freelander 2 TD4 SE","Hyderabad","2013.0","46000.0","Diesel","Automatic","Second","0.0 kmpl","2179 CC","115 bhp","5.0","26.0"
"Maruti Alto 800 LXI","Hyderabad","2013.0","30852.0","Petrol","Manual","First","22.74 kmpl","796 CC","47.3 bhp","5.0","2.49"
"Volkswagen Polo Petrol Highline 1.2L","Pune","2011.0","65000.0","Petrol","Manual","Second","16.47 kmpl","1198 CC","73.9 bhp","5.0","3.0"
"Honda City i DTEC SV","Delhi","2015.0","65000.0","Diesel","Manual","First","26.0 kmpl","1498 CC","98.6 bhp","5.0","5.95"
"Maruti Swift Dzire LDI","Delhi","2013.0","72000.0","Diesel","Manual","First","23.4 kmpl","1248 CC","74 bhp","5.0","2.69"
"Audi A4 2.0 TDI 177 Bhp Technology Edition","Bangalore","2014.0","29000.0","Diesel","Automatic","First","17.11 kmpl","1968 CC","174.33 bhp","5.0","26.0"
"Honda City i VTEC VX","Kolkata","2015.0","32000.0","Petrol","Manual","First","17.8 kmpl","1497 CC","117.3 bhp","5.0","5.5"
"Ford Figo Aspire 1.2 Ti-VCT Ambiente","Chennai","2016.0","29875.0","Petrol","Manual","First","18.16 kmpl","1196 CC","86.8 bhp","5.0","4.85"
"Maruti Vitara Brezza LDi","Kochi","2018.0","32539.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","8.39"
"Renault Duster 110PS Diesel RxL","Hyderabad","2015.0","83090.0","Diesel","Manual","First","19.01 kmpl","1461 CC","108.45 bhp","5.0","7.99"
"Hyundai i20 Active 1.4 SX","Hyderabad","2016.0","62679.0","Diesel","Manual","First","21.19 kmpl","1396 CC","88.73 bhp","5.0","6.95"
"Mahindra Logan Petrol 1.4 GLE","Mumbai","2010.0","93000.0","Petrol","Manual","First","15.7 kmpl","1390 CC","75 bhp","5.0","1.5"
"Honda City ZX GXi","Mumbai","2006.0","44000.0","Petrol","Manual","First","17.7 kmpl","1497 CC","78 bhp","5.0","1.55"
"Ford Figo Petrol EXI","Bangalore","2010.0","78400.0","Petrol","Manual","Second","15.6 kmpl","1196 CC","70 bhp","5.0","2.75"
"Renault Duster Petrol RxL","Mumbai","2014.0","71300.0","Petrol","Manual","First","13.06 kmpl","1598 CC","102.53 bhp","5.0","4.25"
"Hyundai i10 Sportz 1.2","Kolkata","2015.0","18000.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","2.85"
"Land Rover Discovery Sport TD4 HSE 7S","Coimbatore","2019.0","24013.0","Diesel","Automatic","First","12.81 kmpl","1999 CC","148.31 bhp","7.0","56.14"
"Audi Q5 2008-2012 2.0 TFSI Quattro","Ahmedabad","2009.0","99100.0","Petrol","Automatic","Second","9.74 kmpl","1984 CC","208 bhp","5.0","10.0"
"Maruti Versa DX2 BS II","Mumbai","2003.0","62000.0","Petrol","Manual","Second","11.3 kmpl","1298 CC","83.1 bhp","8.0","1.25"
"Maruti Swift Dzire ZDI","Kolkata","2017.0","14000.0","Diesel","Manual","First","26.59 kmpl","1248 CC","74 bhp","5.0","7.5"
"Audi A4 2.0 TDI Premium Sport Limited Edition","Coimbatore","2015.0","44811.0","Diesel","Automatic","First","17.11 kmpl","1968 CC","174.33 bhp","5.0","25.81"
"Volkswagen Polo 1.2 MPI Comfortline","Ahmedabad","2014.0","44000.0","Petrol","Manual","First","16.47 kmpl","1198 CC","74 bhp","5.0","4.3"
"Toyota Fortuner 3.0 Diesel","Chennai","2010.0","136000.0","Diesel","Manual","Second","11.5 kmpl","2982 CC","171 bhp","7.0","11.0"
"Toyota Fortuner 3.0 Diesel","Jaipur","2010.0","144113.0","Diesel","Manual","Second","11.5 kmpl","2982 CC","171 bhp","7.0","11.75"
"Honda Accord 2.4 MT","Coimbatore","2012.0","94989.0","Petrol","Manual","First","12.8 kmpl","2354 CC","177.6 bhp","5.0","6.58"
"Maruti Swift ZDi","Chennai","2012.0","58133.0","Diesel","Manual","First","22.9 kmpl","1248 CC","74 bhp","5.0","4.8"
"Skoda Fabia 1.2 MPI Classic","Pune","2008.0","61000.0","Petrol","Manual","Second","17.5 kmpl","1198 CC","70 bhp","5.0","1.65"
"Jeep Compass 2.0 Sport","Kolkata","2017.0","27000.0","Diesel","Manual","First","17.1 kmpl","1956 CC","170 bhp","5.0","15.0"
"Tata Nano Twist XT","Ahmedabad","2014.0","18050.0","Petrol","Manual","Second","25.4 kmpl","624 CC","37.5 bhp","4.0","1.0"
"Ford Fiesta 1.6 ZXi ABS","Hyderabad","2007.0","145277.0","Petrol","Manual","First","15.3 kmpl","1596 CC","101 bhp","5.0","1.65"
"Maruti Celerio ZDi","Ahmedabad","2015.0","42000.0","Diesel","Manual","First","27.62 kmpl","793 CC","47 bhp","5.0","3.6"
"Toyota Fortuner 3.0 Diesel","Delhi","2011.0","86000.0","Diesel","Manual","First","11.5 kmpl","2982 CC","171 bhp","7.0","11.5"
"Maruti Celerio ZDi","Ahmedabad","2015.0","42150.0","Diesel","Manual","First","27.62 kmpl","793 CC","47 bhp","5.0","3.6"
"Hyundai EON Era Plus","Pune","2015.0","30158.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","3.05"
"Ford Fiesta Diesel Trend","Bangalore","2011.0","47000.0","Diesel","Manual","Second","23.5 kmpl","1498 CC","90 bhp","5.0","6.0"
"Volkswagen Polo 1.2 MPI Comfortline","Ahmedabad","2013.0","39000.0","Petrol","Manual","First","16.47 kmpl","1198 CC","74 bhp","5.0","3.75"
"Volkswagen Polo 1.2 MPI Comfortline","Coimbatore","2016.0","32125.0","Petrol","Manual","First","16.2 kmpl","1199 CC","74 bhp","5.0","6.17"
"Maruti Vitara Brezza ZDi","Coimbatore","2017.0","58829.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","9.05"
"Honda Brio S MT","Coimbatore","2013.0","67559.0","Petrol","Manual","First","19.4 kmpl","1198 CC","86.8 bhp","5.0","4.05"
"Maruti Swift Dzire VXi","Pune","2013.0","55000.0","Petrol","Manual","First","17.5 kmpl","1298 CC","85.8 bhp","5.0","4.25"
"Maruti Celerio LXI MT","Kolkata","2018.0","30000.0","Petrol","Manual","First","23.1 kmpl","998 CC","67.04 bhp","5.0","3.75"
"Hyundai Creta 1.6 SX Plus Petrol Automatic","Mumbai","2016.0","28000.0","Petrol","Automatic","First","13.0 kmpl","1591 CC","121.3 bhp","5.0","11.85"
"Ford Ecosport 1.5 DV5 MT Titanium","Kochi","2016.0","31826.0","Diesel","Manual","First","22.7 kmpl","1498 CC","89.84 bhp","5.0","8.24"
"Maruti Swift VDI BSIV W ABS","Hyderabad","2016.0","64000.0","Diesel","Manual","First","17.8 kmpl","1248 CC","null bhp","5.0","5.99"
"Honda CR-V RVi MT","Jaipur","2008.0","100009.0","Petrol","Manual","Second","13.1 kmpl","1997 CC","141.1 bhp","5.0","6.5"
"Land Rover Discovery Sport SD4 HSE Luxury 7S","Coimbatore","2019.0","17201.0","Diesel","Automatic","First","12.51 kmpl","2179 CC","187.7 bhp","7.0","58.91"
"Mahindra XUV500 W8 2WD","Delhi","2014.0","74345.0","Diesel","Manual","First","15.1 kmpl","2179 CC","140 bhp","7.0","8.0"
"Volkswagen Polo 1.2 MPI Highline","Kochi","2015.0","58134.0","Petrol","Manual","First","16.47 kmpl","1198 CC","74 bhp","5.0","4.64"
"Hyundai i10 Magna AT","Kochi","2010.0","30566.0","Petrol","Automatic","First","19.2 kmpl","1197 CC","80 bhp","5.0","3.32"
"Hyundai i10 Magna 1.2","Chennai","2012.0","55231.0","Petrol","Manual","Second","20.36 kmpl","1197 CC","78.9 bhp","5.0","2.78"
"Chevrolet Cruze LTZ AT","Kochi","2016.0","67774.0","Diesel","Automatic","First","14.81 kmpl","1998 CC","163.7 bhp","5.0","8.95"
"Mercedes-Benz E-Class E 200 CGI","Mumbai","2013.0","50319.0","Petrol","Automatic","First","12.0 kmpl","1991 CC","181.03 bhp","5.0","21.95"
"Hyundai Sonata 2.4 GDI","Ahmedabad","2013.0","45000.0","Petrol","Manual","First","11.7 kmpl","2359 CC","134 bhp","5.0","7.9"
"Mercedes-Benz New C-Class C 200 Kompressor Elegance AT","Kolkata","2007.0","43627.0","Petrol","Automatic","First","11.74 kmpl","1796 CC","186 bhp","5.0","29.0"
"Volkswagen Polo Diesel Trendline 1.2L","Kolkata","2013.0","45000.0","Diesel","Manual","First","22.07 kmpl","1199 CC","73.9 bhp","5.0","3.25"
"Honda City i VTEC SV","Mumbai","2014.0","10500.0","Petrol","Manual","First","17.4 kmpl","1497 CC","117.3 bhp","5.0","5.9"
"Maruti Vitara Brezza ZDi","Coimbatore","2017.0","21789.0","Diesel","Manual","First","24.3 kmpl","1248 CC","88.5 bhp","5.0","9.88"
"Hyundai Elite i20 Asta Option","Coimbatore","2019.0","21134.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.86 bhp","5.0","8.78"
"Tata New Safari Dicor EX 4X2","Kolkata","2011.0","90000.0","Diesel","Manual","Second","13.93 kmpl","2179 CC","138.1 bhp","7.0","2.75"
"Nissan Sunny 2011-2014 Diesel XL","Kochi","2014.0","51553.0","Diesel","Manual","First","21.64 kmpl","1461 CC","84.8 bhp","5.0","5.98"
"BMW 3 Series 330 Ci Convertible","Delhi","2011.0","31000.0","Petrol","Automatic","First","10.9 kmpl","2497 CC","215 bhp","5.0","31.0"
"Toyota Corolla 1.8 J","Delhi","2011.0","67422.0","Petrol","Manual","Second","14.53 kmpl","1798 CC","138 bhp","5.0","3.55"
"Hyundai Verna 1.6 SX","Kochi","2015.0","60519.0","Diesel","Manual","First","22.32 kmpl","1582 CC","126.32 bhp","5.0","6.24"
"Maruti Swift Dzire VDi","Kolkata","2009.0","34000.0","Diesel","Manual","First","19.3 kmpl","1248 CC","73.9 bhp","5.0","2.19"
"Maruti Dzire VDI","Hyderabad","2013.0","68434.0","Diesel","Manual","First","28.4 kmpl","1248 CC","73.75 bhp","5.0","5.5"
"Maruti Alto K10 VXI","Pune","2014.0","17000.0","Petrol","Manual","First","24.07 kmpl","998 CC","67.1 bhp","5.0","2.1"
"Jaguar XJ 5.0 L V8 Supercharged","Coimbatore","2011.0","43686.0","Petrol","Automatic","First","10.5 kmpl","5000 CC","503 bhp","4.0","50.66"
"Mercedes-Benz New C-Class 220 CDI AT","Kolkata","2012.0","22000.0","Diesel","Automatic","First","14.84 kmpl","2143 CC","170 bhp","5.0","14.0"
"Hyundai Verna CRDi 1.6 SX Option","Mumbai","2013.0","79225.0","Diesel","Manual","First","22.0 kmpl","1582 CC","126.2 bhp","5.0","5.5"
"Chevrolet Aveo 1.6 LT","Pune","2007.0","63000.0","Petrol","Manual","Third","14.2 kmpl","1598 CC","102 bhp","5.0","1.2"
"Maruti Swift VXI BSIV","Hyderabad","2014.0","61922.0","Petrol","Manual","First","20.4 kmpl","1197 CC","81.80 bhp","5.0","5.3"
"Hyundai Verna 1.6 CRDi S","Chennai","2015.0","85000.0","Diesel","Manual","First","23.9 kmpl","1582 CC","126.2 bhp","5.0","6.3"
"Mercedes-Benz GLC 220d Celebration Edition","Kochi","2017.0","26192.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","168 bhp","5.0","40.47"
"Toyota Fortuner 4x2 Manual","Delhi","2013.0","65000.0","Diesel","Manual","First","13.0 kmpl","2982 CC","168.5 bhp","7.0","16.1"
"Audi Q5 2008-2012 2.0 TDI","Delhi","2014.0","44999.0","Diesel","Automatic","First","12.8 kmpl","1968 CC","167.6 bhp","5.0","25.0"
"BMW 3 Series 320d Dynamic","Mumbai","2008.0","81308.0","Diesel","Automatic","Second","13.2 kmpl","1995 CC","170 bhp","5.0","7.95"
"Maruti Alto 800 2016-2019 LXI","Delhi","2016.0","35000.0","Petrol","Manual","First","24.7 kmpl","796 CC","47.3 bhp","5.0","2.65"
"Maruti Alto K10 2010-2014 VXI","Coimbatore","2012.0","65349.0","Petrol","Manual","First","20.92 kmpl","998 CC","67.1 bhp","5.0","2.81"
"Audi A4 1.8 TFSI Technology Edition","Hyderabad","2012.0","80000.0","Petrol","Automatic","First","15.64 kmpl","1798 CC","167.62 bhp","5.0","17.5"
"Maruti Swift VXi BSIV","Mumbai","2012.0","61000.0","Petrol","Manual","First","16.1 kmpl","1197 CC","85 bhp","5.0","3.3"
"Maruti Wagon R VXI","Kochi","2019.0","31817.0","Petrol","Manual","First","22.5 kmpl","998 CC","67.04 bhp","5.0","5.34"
"Skoda Rapid 1.5 TDI Ambition","Hyderabad","2016.0","41000.0","Diesel","Manual","First","21.14 kmpl","1498 CC","103.52 bhp","5.0","8.5"
"Honda Jazz S","Kochi","2010.0","82606.0","Petrol","Manual","Second","16.0 kmpl","1198 CC","90 bhp","5.0","2.69"
"Mahindra XUV500 W10 2WD","Ahmedabad","2015.0","52000.0","Diesel","Manual","First","16.0 kmpl","2179 CC","140 bhp","7.0","11.5"
"Maruti Ritz VXi","Coimbatore","2011.0","50318.0","Petrol","Manual","First","18.5 kmpl","1197 CC","85.80 bhp","5.0","4.06"
"Mercedes-Benz GLE 250d","Hyderabad","2016.0","50000.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","201.15 bhp","5.0","49.0"
"Skoda Rapid 1.6 TDI Ambition","Bangalore","2012.0","72000.0","Diesel","Manual","First","20.5 kmpl","1598 CC","103.5 bhp","5.0","4.6"
"Hyundai Grand i10 CRDi Magna","Delhi","2015.0","63776.0","Diesel","Manual","First","24.0 kmpl","1120 CC","70 bhp","5.0","3.96"
"Hyundai Elite i20 Petrol Asta","Mumbai","2015.0","28133.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.86 bhp","5.0","5.6"
"Tata Zest Quadrajet 1.3 75PS XE","Kolkata","2017.0","45000.0","Diesel","Manual","First","22.95 kmpl","1248 CC","74 bhp","5.0","3.75"
"Hyundai i20 Magna 1.4 CRDi","Jaipur","2015.0","55697.0","Diesel","Manual","First","22.54 kmpl","1396 CC","88.73 bhp","5.0","5.5"
"Skoda Rapid 1.6 TDI Elegance","Delhi","2012.0","62000.0","Diesel","Manual","Second","20.5 kmpl","1598 CC","103.5 bhp","5.0","3.0"
"Fiat Linea Emotion","Mumbai","2011.0","48000.0","Petrol","Manual","First","16.0 kmpl","1368 CC","90 bhp","5.0","3.0"
"Maruti Swift VXI BSIII W/ ABS","Pune","2010.0","90246.0","Petrol","Manual","First","16.1 kmpl","1298 CC","88.2 bhp","5.0","2.95"
"Tata Indica V2 2001-2011 eLS","Hyderabad","2015.0","80500.0","Diesel","Manual","First","25.0 kmpl","1396 CC","69 bhp","5.0","2.45"
"Mercedes-Benz New C-Class C 220 CDI Elegance AT","Pune","2012.0","119000.0","Diesel","Automatic","First","14.84 kmpl","2143 CC","170 bhp","5.0","13.99"
"Mercedes-Benz GLE 350d","Bangalore","2016.0","28541.0","Diesel","Automatic","First","11.57 kmpl","2987 CC","254.79 bhp","5.0","60.75"
"Hyundai Santro Xing XP","Kolkata","2008.0","45500.0","Petrol","Manual","Second","0.0 kmpl","1086 CC","null bhp","5.0","1.17"
"Honda City V MT AVN","Chennai","2012.0","41000.0","Petrol","Manual","Second","16.8 kmpl","1497 CC","116.3 bhp","5.0","4.5"
"Hyundai i20 Magna","Mumbai","2010.0","58000.0","Petrol","Manual","Second","18.5 kmpl","1197 CC","80 bhp","5.0","2.5"
"Toyota Fortuner 4x2 Manual","Chennai","2015.0","99000.0","Diesel","Manual","First","13.0 kmpl","2982 CC","168.5 bhp","7.0","20.5"
"Hyundai Grand i10 Magna","Delhi","2014.0","31200.0","Petrol","Manual","First","18.9 kmpl","1197 CC","82 bhp","5.0","3.9"
"Volkswagen Jetta 2007-2011 2.0 TDI Comfortline","Chennai","2009.0","85000.0","Diesel","Manual","Second","15.0 kmpl","1896 CC","105 bhp","5.0","3.5"
"Ford EcoSport 1.5 Ti VCT AT Titanium","Hyderabad","2016.0","60924.0","Petrol","Automatic","First","15.63 kmpl","1499 CC","110.4 bhp","5.0","8.3"
"Hyundai EON Magna Plus","Chennai","2012.0","45000.0","Petrol","Manual","First","21.1 kmpl","814 CC","55.2 bhp","5.0","2.5"
"Nissan Micra XV CVT","Kolkata","2011.0","44000.0","Petrol","Automatic","First","19.15 kmpl","1198 CC","75.94 bhp","5.0","2.65"
"Honda Jazz 1.2 V CVT i VTEC","Kochi","2016.0","30534.0","Petrol","Automatic","First","19.0 kmpl","1199 CC","88.7 bhp","5.0","7.42"
"Volkswagen Polo 1.2 MPI Trendline","Kochi","2016.0","46399.0","Petrol","Manual","First","16.47 kmpl","1198 CC","74 bhp","5.0","4.63"
"Maruti Alto LXi","Kolkata","2008.0","42000.0","Petrol","Manual","First","19.7 kmpl","796 CC","46.3 bhp","5.0","1.09"
"Hyundai Verna 1.6 SX","Delhi","2011.0","67000.0","Diesel","Manual","First","22.32 kmpl","1582 CC","126.32 bhp","5.0","3.8"
"Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde","Mumbai","2013.0","58000.0","Diesel","Automatic","First","10.0 kmpl","2148 CC","170 bhp","5.0","15.75"
"Tata Zest Revotron 1.2 XT","Coimbatore","2015.0","27000.0","Petrol","Manual","First","17.57 kmpl","1193 CC","88.7 bhp","5.0","5.27"
"Honda Brio S Option MT","Mumbai","2012.0","39566.0","Petrol","Manual","Second","18.4 kmpl","1198 CC","86.8 bhp","5.0","2.75"
"Honda Jazz VX Diesel","Chennai","2016.0","14980.0","Diesel","Manual","First","27.3 kmpl","1498 CC","98.6 bhp","5.0","7.4"
"Maruti Alto K10 VXI AGS","Jaipur","2017.0","18491.0","Petrol","Automatic","First","24.07 kmpl","998 CC","67.1 bhp","5.0","3.9"
"Maruti Zen VXi - BS III","Jaipur","2000.0","90000.0","Petrol","Manual","Second","17.3 kmpl","993 CC","60 bhp","5.0","0.7"
"Hyundai i20 Sportz 1.4 CRDi","Pune","2015.0","118211.0","Diesel","Manual","First","22.54 kmpl","1396 CC","88.73 bhp","5.0","5.9"
"Maruti SX4 S Cross DDiS 320 Zeta","Coimbatore","2016.0","63316.0","Diesel","Manual","First","22.7 kmpl","1598 CC","118 bhp","5.0","9.58"
"Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance","Delhi","2014.0","42000.0","Diesel","Automatic","First","14.21 kmpl","2143 CC","203 bhp","5.0","24.95"
"Chevrolet Enjoy Petrol LS 7 Seater","Kochi","2015.0","25648.0","Petrol","Manual","First","13.7 kmpl","1399 CC","98.82 bhp","7.0","4.29"
"Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency","Delhi","2011.0","67612.0","Diesel","Automatic","Second","14.21 kmpl","2143 CC","203 bhp","5.0","11.5"
"Mahindra XUV500 W4","Mumbai","2016.0","33000.0","Diesel","Manual","First","16.0 kmpl","2179 CC","140 bhp","7.0","9.65"
"Hyundai i10 Sportz","Mumbai","2015.0","20000.0","Petrol","Manual","First","20.36 kmpl","1197 CC","78.9 bhp","5.0","3.75"
"Hyundai Getz 1.3 GLS","Pune","2007.0","143000.0","Petrol","Manual","Second","14.2 kmpl","1341 CC","82.9 bhp","5.0","1.1"
"Audi Q7 3.0 TDI quattro","Coimbatore","2014.0","118218.0","Diesel","Automatic","First","12.07 kmpl","2967 CC","241.4 bhp","7.0","31.41"
"Mahindra Scorpio SLE BSIV","Pune","2012.0","99000.0","Diesel","Manual","Third","12.05 kmpl","2179 CC","120 bhp","8.0","6.0"
"Honda Jazz 1.2 SV i VTEC","Pune","2016.0","22700.0","Petrol","Manual","First","18.7 kmpl","1199 CC","88.7 bhp","5.0","5.55"
"Tata Safari Storme 2012-2015 EX","Jaipur","2017.0","28000.0","Diesel","Manual","First","14.0 kmpl","2179 CC","138.1 bhp","7.0","10.91"
"Mahindra XUV500 W6 2WD","Kolkata","2014.0","62000.0","Diesel","Manual","First","15.1 kmpl","2179 CC","140 bhp","7.0","7.25"
"Volkswagen Polo Diesel Comfortline 1.2L","Hyderabad","2012.0","107023.0","Diesel","Manual","First","22.07 kmpl","1199 CC","73.9 bhp","5.0","3.9"
"Maruti Swift Dzire ZDi","Delhi","2012.0","71082.0","Diesel","Manual","First","19.3 kmpl","1248 CC","73.9 bhp","5.0","3.95"
"Audi Q3 2.0 TDI","Mumbai","2013.0","60000.0","Diesel","Automatic","First","15.73 kmpl","1968 CC","174.33 bhp","5.0","22.0"
"Maruti Celerio ZXI","Delhi","2014.0","21701.0","Petrol","Manual","First","23.1 kmpl","998 CC","67.04 bhp","5.0","3.38"
"Honda City V MT Exclusive","Mumbai","2011.0","56000.0","Petrol","Manual","First","16.8 kmpl","1497 CC","116.3 bhp","5.0","3.45"
"Hyundai i20 1.2 Spotz","Delhi","2016.0","32450.0","Petrol","Manual","First","18.6 kmpl","1197 CC","81.83 bhp","5.0","5.75"
"Renault KWID RXT","Jaipur","2016.0","12500.0","Petrol","Manual","First","25.17 kmpl","799 CC","53.3 bhp","5.0","2.75"
"Mercedes-Benz CLA 200 CDI Sport","Kochi","2019.0","20483.0","Diesel","Automatic","First","17.9 kmpl","2143 CC","136 bhp","5.0","30.3"
